name,Tc
Bi2Sr2Ca1Cu2O8,85
Eu1.80375Y0.04625Ce0.15Cu1O4,
Y0.78Gd0.22Ni2B2C1,6.64
Ga0.5Hg0.5Sr2Y0.3Ca0.7Cu2OZ,54
La1.7Yb0.4Ba1.7Ca0.8Cu5O11.795,76
Al1Nb3,18.7
La1.75Sr0.25Cu1O3.93,15
Sm1Fe0.99Ni0.01As1F0.12O0.88,45.7
La2.9628Gd0.0372In1,5.04
Y1Ba2Cu3O6.3,28
La3Ni4P4O2,2.2
Dy1Ni2B2C1,6.51
C0.4Mo0.6,11.2
Y1Ba2Cu3O6.995,89
La2Cu1O0.001,
Hf0.34Mo0.66,1
Ba1Fe1.856Cu0.04As2,
Tm1Ni1.96Co0.08B2C1,7.7
Nb3Rh0.95Pt0.05,2.53
La1Fe1P1F0.08O0.92,7.8
Y1Sr2Cu2.85Re0.15O7,53
Y1Ba2Cu3O6.75,76.6
Rh23Zr77,3.66
Hg1Ba2Cu1O4.37,40
Ga1Sr2Ca3Cu4OZ,70
Ru2Zr1,1.84
Y1Ba2Cu3O6.21,
Ce1Ru3B2,
La1.858Ba0.142Cu1O4-Z,28.9
Ru1Sr2Gd1.5Ce0.5Cu2O10-z,25
Y1Ba2Cu3O6.007,
La0.92Tm0.08Sn3,5.17
Nd1Ba2Cu3O7-z,87
Y1Ba2Cu2.94Cu0.6O7,89.1
Ru0.5Mo0.5Sr2Gd1.4Ce0.6Cu2O10+z,13.5
As1Co1,
La1Pd2P2,0.75
Ga0.296V0.704,12.1
Hg1Ba2Ca1Cu2O6.19,122
Al1Lu2,
V75Si12.5Ge12.5,8.58
Y1.2Ba1.8Cu3O6.68,92.3
Y1Ba2Cu2.95Co0.05OZ,86.1
Er1Ir3.6Rh0.4B4,1.83
Eu0.6Pr0.4Ba1.6Sr0.4Cu3O7,29
C0.3Ba2Ca4Cu5.7O10.34,C)1234
V1,5.3
Nd1Ba2Cu3O7-z,93.6
Mo3O5,7.2
Ga9Ir2,2.25
Th0.8Nd0.2Ru2,4.55
Nd0.8Pr0.2Ba2Cu3O6.85,30.2
V2.7Nb0.3Si1,12.8
V75Ge12.5Sn12.5,
La1Al1.85Si0.15,
As1W1,
Sr1Co2Ge2,
Ta0.745Zr0.255,7.1
Na3N1C60,14.7
Bi2Sr2Ca1Cu2O8+Z,81
Y1Ba2Cu3O7-D,88.2
Sm1.79Ce0.21Cu1O4,
Bi4Sr4Pr2Cu4O16+Y,
Pr1.84Ce0.16Cu1O4-Z,12.3
Bi1.5Pb0.2Sr2Ca2Cu2.8Ti0.2Oz,106
Ce1Ir1Si3,1.6
Eu0.6Pr0.4Ba2Cu4O8,40
Y0.9Ca0.1Ba2Cu3O6.03,19.8
B6Y1,6.5
Nd1Ba2Cu2.775Fe0.225O7-y,46
Ru0.8Nb0.2Sr2Gd1Cu2O8,
Y1Ba2Cu2.775Zn0.225O7-Z,46
La0.85Pr1Sr0.15Cu1O4,32.6
Pr1Ba2Cu3O6.93,
Nb0.4Ti0.52Hf0.04V0.04,
La1.7Sr0.3Cu1O3.997,10.2
Y0.95Ca0.05Ba1.9Nd0.1Cu3Oz,87.2
Yb1Ni2B2C1,
Hg0.048In0.952,3.427
Sr1Fe1.5Ru0.5As2,7
Nd1Ba1.8La0.2O6.81,78.5
Y1Ba2Cu2.9Ni0.1O6.93,70
Ce1Fe1As1F0.11O0.89,47
Sr1Ti1O3-d,0.175
In1Pd1,0.7
Zr1Ir1Si1,2.04
La1.85Sr0.15Cu0.98Zn0.02O4,13.7
B1Ta2,
La0.62Dy0.38Fe1As1F0.175O0.825,38
Y1Ba1.9Cu2.9Co0.1O7.02,89
La1.85Sr0.15Cu1O4,
La0.5Nd0.5Pt2.1B2.4C1.2,6.36
Bi2Sr2Ca0.57Pr0.43Cu2O8,48
Tb1Ni2B2C1,
Sm1Fe1As0.77P0.23H0.11O0.89,28
La1.575Nd0.3Sr0.125Cu1O4,9
Yb0.75Pr0.25Ba2Cu3O7-z,76.1
Nb1N0.5C0.5,
U1Pd1.98Al3,1.2
Y1Ba2Cu2.8Ni0.2O7,79.4
C60K3,13
Tl2Ba2Ca0.4Y0.6Cu2O8+Z,
Nd1.09La0.8Ce0.11Cu1O4-d,24
Al1Sr2Ca1.4Y0.6Cu3O9.1,14
Y1Ba1.97La0.03Cu3O6.96,93.2
La1.78Sr0.22Cu0.995Zn0.005O4,20
Li1Fe0.925Co0.075As1,7.66
Nb3Al0.97Ge0.03,19.6
Bi2Sr2Ca0.9Gd0.1Cu2O8+z,61.5
Ca1Rb1Fe4As4,35
Mg1B1.7C0.3,29.2
Pa0.75Zr0.25,1.54
Y1Ba2Cu3.88Co0.12O8,16.9
Gd0.75Ca0.1Mo0.15Ba2Cu3O6.671,75.1
Pr1.85Ce0.15Cu1O3.98,21.2
Y1Ba2Cu3O7-Z,91.3
Y0.5Eu0.5Ba2Cu4O8,77
Ce1Ir5,1.82
Hg1Ba2Cu1O4+Z,92
Zr0.8Ni0.2,3.59
La1.85Sr0.15Cu1O4,31.6
Lu1Ru1B2,9.99
Y1Ba2Cu3.98Zn0.02O8,67.55
Nb78.1Sn7.3Al7.3Ge7.3,12.5
Y1Ba2Cu3O6.57,55
Y1Ba2Cu4O8,80
La1.92Ce0.08Cu1O4,15
Y1Ba2Cu3OX,91.6
Y1Ba2Cu3O6.7,62.5
Tl2Ba2Ca2Cd0.2Cu3OZ,125.5
Ca1Fe1.936Co0.064As2,
Ba1.8Sr0.2Yb1Cu3O6+z,85.6
Tl1Sr1.5Dy0.5Ca1Cu2O7,80
Th2Zn1,0.67
Mg1B1.88C0.12,32.9
Ba1Fe1.776Co0.224As2,11.1
Hg0.8W0.2Sr2.45La0.55Cu2Oz,66
Bi1.7Pb0.3Sr2Ca2Cu3Oz,110
Ru1Sr2Dy1.5Ce0.5Cu2O10,
La1.77Sr0.23Cu0.94Ni0.06O4,31.5
Pu1Co1Ga5,18.5
Bi2Sr2Ca0.6Y0.4Cu2O8.29,64
W7Re13C1,7.3
Ag7F4O8B1,0.15
Ba0.8K0.2Fe2As2,25.3
Mg1B1.9C0.1,31.4
Y1Ba2Cu2.94Fe0.06O7,73
Sm1.85Ce0.15Cu1O4,15.7
Nb3Rh0.5Pt0.5,6.25
Fe1Te0.82,
Y1Ba2Cu2.88Zn0.12O7-Z,41
Bi1.7Pb0.4Sr2Ca1.1Cu2.1Nd0.2Oz,87.65
C6Ca1,11.57
Zr1Ir1Si1,2.04
Ge2Th3,
Y1Ba2Cu2.9Al0.1O6.93,92
Ba1Fe1.85Ni0.15As2,14.5
La0.7Sr1.3Cu1FO4+d,
Hg1Ba2Ca1Cu2O6.16,121
C60Cs3,35.7
V0.5Sr2.25Ca1.75Cu3.5O9.7,98
Ba2Ca5Cu7O16-z,78
Y1Ba1.5Sr0.5Cu3O6.75,49.9
Y1Ba2Cu3O6.98,89.6
Hg0.8Bi0.2Sr2Ca2Cu3O8.35,102
Ru1Sr2Er1Cu2O8-z,
Bi1.95Sr1.65La0.4Cu1F0.8O5.4,13
Nb3Al0.72Ge0.28,
Sm1.87Ce0.13Cu1O4,
Tl2Ba5Cu4Oz,92
Gd2Ba3Cu5OX,40
La1Rh2B2C1,
Sn1Ta1S3,2.9
La1.85Sr0.15Cu0.975Ga0.025O4,
Rh0.14Zr0.86,11.1
Y1Ba2Cu2.91Zn0.09O6.6,6
Ca1Fe1.973Ni0.027As2,
Hg0.9In0.1,3.73
Ca1.8Cu1Cl2O2,43
Ho1Ni2B2C1,8.5
La0.99Nd0.01,4.65
Nd1.85Ce0.15Cu1O4,21.6
Pr0.5Ca0.5Ba2Cu3O7-Z,98
Na0.8M0.6Fe1.86Se2,45.2
Hg1Ba2Ca2Cu3Oz,132
Bi2Sr1.1Ca1.9Cu2O8.22,76.5
La1.8Sr0.2Cu1O4,30
Ce1Pb1,
La0.9Sr0.1Cu0.965Ni0.035O4,
Sb2Te3,4.3
Rh1,
Ho0.75Lu0.25Ni2B2C1,8.81
Mo1N1,4.2
Ga1Pt1,1.74
Mo1Ru1P1,15.5
Hg1Sr2Pr0.333Ce0.667Cu2O6+z,
La1.8Ba0.2Cu1O4,21
La1.85Sr0.15Cu1O4,34.7
Mg0.815Al0.092B2,32
Y1Ba2Cu2.961Co0.039O7+z,93
Ho1Sr2Cu2.7Mo0.3OZ,34.1
La1Ru4P12,7.2
Fe0.97Cu0.03Se0.88,
Co1Zr2,5.5
Y1Ba2Cu2.85Fe0.15O7-z,73.1
Mo0.18U0.82,2.115
Hg0.82Re0.18Ba2Ca2Cu3O8+z,132.7
Bi2Sr2Ca2Cu3Zn0.013C0.416H0.208N0.104Oz,91
Y0.6Sm0.4Ba2Cu3O7-z,78
Bi2Sr2Ca0.8Eu0.2Cu2O8.26,90.9
Au9Nb11,
Y1Ba2Cu3.98Ni0.02O8,74
Y1Ba2Cu4O8,78
Y0.83Er0.17Rh4B4,10.4
Y1Ba2Cu3O6.85,89.3
Y0.5Pr0.5Ba2Cu3O6.965,10
Ce0.005La0.995,5.27
Bi1.6Pb0.4Sr2Ca2Cu3O10.07,102.3
Cu50Zr50,0.35
La1.85Sr0.15Cu0.996Zn0.004O4,32.7
Y1Ba2Cu3OZ,45
Pr1Fe1As1F0.225O0.775,50
Nb3Se4,2
Au2In1Y1,1.74
Nb0.4Ta0.6,5.54
Hg1Ba2Cu1O6.932,50
Bi0.8Sn0.2,7.3
Lu1Ni2B2C1,16.6
Sr0.85La0.15Cu1O2,31.9
Y1Ba2Cu2.97Fe0.03O7-Z,91
Tl1Ba2Pr1Cu2O7-z,
La1.8Sr0.2Cu0.98Ru0.02O4,15.6
Bi10Sr15Fe10O46,
Bi4Sr3Ca2.55Y0.45Cu4OY,85.8
In0.91Te1,2.04
Bi1.9Sr2Ca2Cu3Pb0.3OZ,104
Mo6Se8,6.3
Y1Ba2Cu2.91Al0.09O7-Z,
La1.88Sr0.12Cu1O4,31
Gd1Th3.4Ru0.6B4,
Tl2Ba2Cu1O6.03,62
Ba0.613K0.387Bi1O3,30.7
La1.798Sr0.202Cu1O4,30.5
K3C60,
Na1Fe0.925Co0.075As1,10.6
Mg0.79Al0.21B2,27.1
La2Cu1O4,
Y1Ba2Cu3.848Zn0.152O8,
Bi1.6Pb0.4Sr2Ca2Cu2.99Fe0.01OZ,103.25
Cd1Ba2Ca0.7Y0.3Cu2Oz,
Pb0.5Cd0.5Sr2Y0.5Ca0.5Cu2Oz,22.5
V0.33Sr2Y1Cu2.67Oz,
Bi0.3Zn0.7,1.51
Dy1Ru3.5Si2,
C0.69Mo1,12.1
Pb2Sr2Dy1Cu3O8,76.5
La1.91Sr0.09Cu1O4,30
Na1Fe0.975Co0.025As1,21
C60Yb2.75,6
Co1Zr3,3.9
Lu0.5Pr0.4Ca0.1Ba2Cu3O7-d,57
Y1Ba2Cu3O6.95,93.4
Os2Zr1,3
Gd0.65Ca0.2Mo0.15Ba2Cu3O6.818,84.1
Pb1Mo6S6Se2,5.4
Yb2Fe3Si5,
Y0.962Ba1.987Ca0.05Cu3Oz,86
Pr1Ba2Cu2.5Co0.5Oz,
Gd1Ba1Sr1Cu3O7-z,85
Y1Ba2Cu3O7,90.5
Nb78Ga18Mn4,5.97
Pb5Cd0.5Sr2Tb1Cu2O7,
Tl0.5Ba2Ca1Be2Cu4.5O9.948,110
Bi2Sr2Ca1Cu1.84Fe0.16O8+d,
Pr1.86Ce0.14Cu1O4-Z,20
Bi2Sr2Ca1Cu2O8+Z,49.5
C60Rb2,29
Nb3Al0.5Ge0.5,
Bi2Sr2Ca0.78Pr0.22Cu2Oz,85.5
Ti0.4V0.6,7.3
Bi2.1Sr1.15La0.75Cu1O6+Z,0
Na0.28Hf1N1Cl1,23
Sm1La0.8Sr0.2Cu1O4,24
La2.9Gd0.3Ca0.6Ba3.2Cu0.3O16.503,58
Lu1Rh4B4,11.7
Zr1Ru1P1,4
Tc1,8.035
Na1Fe1As1,9.58
Tl2.5Pb0.2Nd1Sr2Cu2.5OX,36.48
Y1Ba2Cu3O6.55,58.3
Rb0.8Fe2Se1.75Te0.25,22.2
La1.89Ca1.11Cu2OZ,40
Nd1.85Ce0.15Cu1O3.93,24
Nd1.3Ba1.5Ca0.2Cu3O6.952,36
Ti54Nb30Si16,4.8
Dy1Ni2B2C1,6.26
Cs1Os2O6,3.25
La13Ga8Sb21,2.4
Nb3Pt1,8.111
Y1Ba1.36Sr0.64Cu4O8,81
Th1Ir1Os1,3.61
La1.1Ba1.5Sr0.4Cu3Oz,56.1
Bi1.6Pb0.3Te0.1Sr2Ca3Cu4Oz,102.7
Pr1Ba1.2Sr0.8Cu3O6.96,
Ce1Ir0.932Pt0.068In5,
Y0.77Gd0.23Ni2B2C1,4.2
Y1Sr2Cu2.7Ti0.3O7.123,
Y1Ba2Cu3O6.6,
Y1Ba1.9La0.1Cu2.9Al0.1Oz,84
Hg1Ba2Ca2Cu3O8+z,135
Ga0.5Sr1.5Eu2Ce0.5Cu2.5OZ,25
Hg1.2Tl0.8Ba2Ca3Cu4Oz,114
Y1Ba2Cu2.6Co0.4O7.03,11.3
Nb1Te2,0.66
Dy0.2Tb0.8Ni2B2C1,
Pb0.5Sr2Ca0.5Ho0.5Cu2.5O7,67.9
I1Bi2Sr2Ca0.5Y0.5Cu2Oz,79
La1.8Ba0.2Cu1O4-Y,28
Dy1Rh1Si1,
La1.4Nd0.4Sr0.2Cu1O4,17.7
Ca1Al0.8Ga0.2Si1,5.6
Y1Ba2Cu3H0.48O7,48
Sm1Ba2Cu2.7Ni0.3O6.97,24
La1.885Sr0.115Cu1O4,31
Pb1Sr1Ba0.5La0.5Cu2O6-Z,27
Cu0.05V0.95,3.85
Sn0.6646Pb0.2854In0.05Te1,2.28
Li2Pd1.5Pt1.5B1,4.36
Fe1Se0.2Te0.8,13
Eu1Ba1.5Sr0.5Cu3O7-Z,76.8
Sm1Ba2Cu2.6Ni0.4O7-z,
H0.64Nb0.85Pd0.15,4.3
Tl1Ba1.8La0.2Cu1O5-Z,42
Ba1Fe1.8Co0.2As2,18.9
Y1Ba2Cu3O8,80
C1.35Ge0.1Y0.9,10.6
Gd0.2Pr0.8Ba2Cu3O7-Z,
Mo6Te8,
Eu1Ga1Si1,
Er1Ba2Cu2.94Co0.06O6.8,73
Ta1,4.33
Tc0.75V0.25,11.07
Ru1Zr1,
Bi1.8Pb0.3Sr1.9CuOy,
La0.9Y0.1Fe1As1O0.6,25.6
Au0.499Ga0.501,1.17
SrCu1O2,
Mo0.15Nb0.85,5.3
B2Mg1,39.4
Ni1Si2,
Bi3Zn1,0.87
Y1Ba2Cu3O6.85,83.2
Bi2Sr2Ca1Cu1.88Co0.12O8+d,
Bi2Sr2Cu1O6+Z,
In2Te1,
Ir2Th1,6.5
Tl0.5Pb0.5Ba0.1Sr1.9Ca0.8Gd0.2Cu2Oz,98
La0.9Sm0.1Bi1S2F0.5O0.5,2.93
C1Hf0.8Nb0.8,7.8
Y1Ba2Cu3.84Ni0.16O8,
Ce1Ni0.86Bi2,4.1
In0.9Tl0.1,
Hf1Ru1As1,
Lu0.2Pr0.8Ba1.7Sr0.3Cu3O6.88,
Y1Ba2Cu2.91Ga0.09O7,83.71
Th1.6Ho0.4C3,5.5
Fe1Sr2Nd1Cu2O7.54,4.2
Y1Ni1.94Co0.06B2C1,12.1
Y1Sr2Cu2.75W0.25O6.9,33
Bi2Sr2Ca0.8La0.2Cu2O8.26,87.9
C2Mo3,7.4
O3Sr0.08W1,4
Bi1.95Sr1.65Pr0.4Cu1O6+z,30.1
In1La3,9.2
Bi2Sr2Ca1Cu1.5K0.5O8+Z,85
Hg1Ba2Ca1Cu2O6+z,113
Mg1C0.978Ni3,7.3
La1.85Sr0.15Cu1O4,38
Bi1.6Pb0.4Sr2Cu2.75Mo0.25OY,96.9
Y1Ba2.1Cu3Oz,96
Sn1Mo6S8,11.8
Bi4Sr4Ca1.5Ho0.5Cu4O16+Y,84.3
Ca1Fe1.82Co0.18As2,15.7
Pb3Th1,5.55
Pr0.4Ca0.6Ba2Cu3O7-Z,75
Tm5Rh6Sn18,2.25
Mg1B1.924C0.076,36.2
Y2Ba4Cu7O15.1,92.8
Th0.999U0.001,1.11
Ho1Ba2Cu4O8,77.4
Ga0.02Sn0.98,3.726
Bi2Ba1La1Cu1O6.5,
Co1Si2,1.3
Nb1Os0.42Pt2.58,
Ce1Bi1S2F0.5O0.5,1.89
Ba0.6K0.4Fe2As2,37.3
Sr0.875Nd0.125Cu1O2-d,
Sr2V1Fe1As1O2.9,40
Mn0.63Mo0.37,
Er0.8Tb0.35Ni2B2C1,
Y1.8Mo0.2C2.9,13.8
La1.85Sr0.15Cu1OZ,
Eu1.5Ce0.5Sr2Cu1Ti1O10,22
Bi2Sr2Ca1Cu2O8-Z,81
Bi2Sr1.8La0.2Cu0.92Zn0.08Oz,5.1
Sn0.904In0.084Te1,1.76
Er1Ba2Cu3O7-Z,
C0.47Ta1,
Bi2.13F0.17S2O0.83,3.2
La1Sn3,6.628
Nb0.8Ta0.2C1,10
Yb1Mo6Se8,6
Rb0.8Fe2Se1.7Te0.3,25.5
Pb1.044Sn0.116Ti2Se5.16,4.19
Gd0.12Pr1.73Ce0.15Cu1O4,15.8
P0.95Zr1,4.6
Y1Ba2Cu3O7-Z,87
Nb0.35Ti0.65,
Hg0.9Ba2Cu1O4+y,96
Ta1V2,2.8
Ga1N1,5.85
Dy1Rh3.6Ir0.4B4,
La1.86Ba0.14Cu0.99Zn0.01O4,
La0.48Y0.52,1
Y1Ba2Cu3O6.8,
Ce1Ir2B2C1,
Zr1Pd2In1,2.19
C1.35Y1,10
Th1Pt2B2C1,6.5
Th1.2Sc0.8C3,7.1
La1Ru4As12,10.3
Tl0.5Pb0.5Sr0.8Ba0.2Ca2Cu3U0.2Oz,103
Mg0.75Li0.25B2,33.7
Y1Ba2Cu3O6.91,93.1
Ca1Al1Si1,7.7
Y1Ba2Cu3O7,90.1
Pr1Ba2Cu2.7Fe0.3OZ,
B2Os1,
La1Pt1.85Ge2.15,1.87
Y1Ba2Cu2.85Fe0.15O7-Z,50
Nd1.48Y0.37Ce0.15Cu1O4,
V0.5Sr2.3Ca4.7Cu6.5O15.5,75
Na0.3Co1H2.6O3.3,4.7
Sr0.925Ba0.075Ti1O3,0.5
Bi2Sr2Ca1Cu1.88Fe0.12O8+d,
Mo0.006U0.944,1.2
Ba1Fe1.906Co0.094As2,14.6
La1.83Sr0.17Cu0.98Co0.02O4,18
Bi2Sr2Ca1Cu2Oz,0
Y1Pd2Si2,0.47
Er1Ba2Cu3O7-X,275
La1.78Sr0.22Cu0.995Zn0.005O4,19
Ir0.28W0.72,4.46
La1Fe1As1O1,
Pr1.85Ce0.15Cu1O4+z,22.9
Ti0.36V0.54Al0.1,2.7
V0.65Ge0.1Al0.25,7
Pr0.65Sr0.35Fe1As0.9P0.1O1,0
Er0.5Pr0.5Ba2Cu3O7,28.6
Y0.6Pr0.2Ca0.2Ba2Cu3O7-Z,71.2
La1Fe1P1F0.03O0.97,7.8
La1.85Sr0.15Cu1O4,36.7
Ho1Rh3.6Ir0.4B4,5.09
Fe2As2Sr4Mg0.9Ti1.1O6,23.5
La0.5Th0.5Sn3,4.67
Eu1Fe2As2,
Zr2Rh1H0.08,11.1
Cd0.797Ce0.946Sr2.101Nd1.156Cu2Oz,
Y0.7Pr0.3Ba2Cu3O6.5,27.2
La1Fe1As1F0.2O0.8,4.52
Nb0.75Si0.25,9
Pb2Sr2Eu0.65Ca0.35Cu3O8.1,71
Au1Ga1,1.2
Ba1Pt2,
La1.86Sr0.14Cu0.98Ni0.02O4,
Pb0.5Cd0.5Sr2Y0.8Ca0.2Cu2O7-d,
Bi2Sr2Ca1Cu2OX,
Pr1Fe1As1O1,
Eu1Ba2Cu2.92Zn0.08O7-y,54.1
Li0.98Mg0.02Ti2O4,11.9
Nd1.5Ce0.5Sr2Cu2Nb1O10,20
Ba0.4K0.6Fe2As2,29.7
K1Fe2As2,3.6
Li0.9Mo6O17,1.89
La1.82Ca1.18Cu2O6+Z,50
Y0.84Pr0.1Ca0.06Ba2Cu3O7-z,84.6
Hg0.7Cr0.3Sr2Cu0.96Co0.04O4+z,42
Ga0.9Sr2Y0.6Ca0.4Cu2.1O7,41
K1Na2,
Ni2Nb1Ga1,1.54
Bi2Sr2Ca0.7Y0.3Cu2O8.3,86
Nb2.73Ti0.27Al1,11.5
Lu1Ni1B0.9C1.1,2.9
Er1Ba2Cu3O7-Z,92.2
Ba1Fe2As2,
V0.737Ga0.213Al0.05,12.6
Sr2Ca2Cu3F3.2O6.2,111
La1Bi1S0.6Se1.4F0.5O0.5,3.01
Bi2Sr2Ca1Cu2I0.03O8.21,86.6
Y1Ba2Cu3O6.98,89.5
Sm1Ba2Cu2.92Fe0.08O7-z,68
Y0.25Pr0.75Sr2Cu2.8Re0.2O6+z,
Te2W1,
Y1Ba1.8La0.2Cu2.8Al0.2Oz,82
Ce1Ir1In5,0.4
Au0.84In0.16,0.035
Nb1S1.06,3.3
Tl1Sr1.4La0.6Cu1O5,
Ir0.26Mo0.74,6.7
La3Pr0.6In1,3.2
Tl1Sr1.5Tb0.5Ca1Cu2O7,80
Cr0.2V0.8,1.66
C2La1,1.44
Nb80Ga19Co1,13.7
Er0.8Pr0.2Ba2Cu3O7,76.4
Ca0.2Ba1.55La1.25Cu3O6.99,14.4
La0.995Gd0.005Al2,0.932
Pb7Bi3,7.8
Eu1Fe1.8Ni0.2As2,
Sr1Fe1.82Ni0.18As2,9.6
Hf1V2,7.6
Tl0.7Hg0.3Ba2Ca2Cu3O8+z,133
Hg0.9Re0.1Ba2Cu1O4.42,95
Bi1.9Pb0.2Sr1.9Cu1OY,4.7
Na0.22Co1H1.8O2.85,4.4
Pb2Sr2Dy0.84Ce0.5Cu3O12,
Ca0.4La0.6Ba1.35La0.65Cu3O7.15,80
Al0.22La0.78,4.3
K0.3Mo1O3,
Bi2.1Sr1.55La0.35Cu1O6+Z,5.95
Bi1Sr0.95Nd0.05Cu1OY,8.01
Lu0.6Tm0.4Ru1B2,4.31
Ca1B0.75Pd3,
Nd1Ba2Cu2.55Fe0.45O7-y,
Y1Ba1Sr1Cu3O6.947,83.3
U1Ni2Al3,0.98
Y1Ba2Cu3O6.409,26
Hg0.5Bi0.5Sr1.25La0.75Cu1O5-z,27
Pr0.8Sr0.2Fe0.85Co0.15As1O1,15.8
Mg0.8Al0.2B2,25.6
La1Fe1As1O1,
Sm1Ba2Cu3O7-z,56.5
Pr0.5Y0.5Ba2Cu3O7-d,22
Mg0.9Zr0.1B2,37.3
Ba5Sr1Nb10O30,0.96
Y1Ba2Cu2.95Ni0.05O7,90.6
Sm1.05Gd0.8Ce0.15Cu1O3.97,15
La1.85Sr0.15Cu1O4,36
Co1Sr2Y0.7Ca0.3Cu2O7+z,40
Li0.65Zr1N1Cl1,15
Bi1Pd1Te1,1.2
La1.92Ba0.08Cu1O4,29
Lu0.88Gd0.12Ni2B2C1,7.3
Bi2Sr1.2Ca1.8Cu2O8.199,76.5
Be1,5.8
Ba0.96K0.04Ti2Sb2O1,3.88
In0.005Pb0.995,7.181
Pb0.5Cu0.5Sr0.9La1.1Cu1O5.02,38.5
Pr1.885Ce0.115Cu1O4-z,13
U1Pt2.997Pd0.003,0.51
La1.62Nd0.2Ba0.18Cu1O4,14.9
B1Sr2Ca3Cu4O11,110
Ce0.8Tb0.2Ru2,2.52
Eu1Fe2As2,
Au5Cd8,
Y0.9Pr0.1Ba2Cu4O8,75
Cs0.1W1O2.9F0.1,4.4
Y1Ba2Cu3O7,92.5
Fe1Se0.93,7
Eu0.8Pr0.2Ba2Cu3O7-Z,64
La1.65Nd0.2Sr0.15Cu1O4,29
Y1Ba2Cu2.97Al0.03OX,81
Gd1.4Ce0.6Sr2Ru0.99Mn0.01Cu2O10,
Y0.77Ca0.23Ba2Cu3O6,25.15
Mo30Re70,7.62
M1Ta1S2,2.9
La1.65Ba0.35Cu1O4+Z,
La1.91Ba0.09Cu1O4,28.8
La1.6Sr0.4Ca1Cu2OY,
Mn0.02Ti0.98,1.9
Y0.6Pr0.2Ca0.2Ba2Cu3O7-d,29.9
Cd2Re2O7,1.1
La3Pd4Si4,1.98
Al0.39Mg0.61,1.5
Sb0.7Sn0.3,2.85
Re0.6W0.4,6
Bi2Sr1.65La0.35Cu1Oz,32.5
Ce1Ru2Sc1,6.2
Be0.9Ni0.1,0.58
Y1Ba1.8La0.2Cu3O6.85,51.4
B12Zr1,5.85
Ba1Ni2As1.972P0.028,0.634
Ba1Fe1.8Co0.2As2,24
La1.85Sr0.15Cu0.8Zn0.2O4,
Bi1.6Pb0.4Sr2Ca2.9995Sm0.0005Cu3Oz,109
Li1Fe1P1,4.86
Y0.5La0.5B6,1.6
Nd1.85Ce0.15Cu0.95Co0.05O4,
Co1Zr2,5
Ba0.5K0.5Fe1.96Mn0.04As2,28.4
Y2Br0.75Cl1.25C2,3.7
Cd1Mo5S6,3.7
Ca1La1Ba1Cu2.85Zn0.045O7,55
Nb25Ti30Zr45,7.7
Y0.85Ca0.15Ba2Cu2.85Co0.15O6.97,86
Ni2Zr1Al1,
Cu0.1Ti1Se2,2.68
La1.94Ce0.06Cu1O4,
Eu1Fe1.72Ir0.28As2,21.5
Lu1Rh5,0.49
Y0.8Pr0.2Ba2Cu3O7-Z,65
Y1Ba2Cu3Li0.02O7-Z,89.4
La1.99Sr0.01Cu0.996Zn0.004O4,
Y1Ba2Cu3O6.852,89.2
Pb1Tl0.12,6.88
Nb0.35Ti0.64W0.01,
K0.42W1O3,1.34
La1,3.3
Nb0.75Zr0.25,10.7
Na0.6Co1O2,
Bi2Sr2Gd1.64Ce0.36Cu2O10.24,34
Th1Ru2Ge2,1.1
Dy1Rh2.8Ir1.2B4,2.82
La1Fe1P1F0.05O0.95,6.93
Nb0.75Al0.2Ge0.05,19.7
Rh0.36Se0.64,6
Ca2Cu1Cl2O2,
Mg1C1Ni3,7
Y1Ba0.74Sr1.26Cu3O6.98,80.5
As1Ge1Re1,
Y1Ni1.8Cu0.2B2C1,11.5
Mo1.935Zr0.065B1C1,6.2
Y1Ba2Cu3O6,
La1.85Sr0.15CuNi0.04O4,2.5
Ga0.58Sb0.42,1.17
Sr1Pt2Ge2,10.2
Pr1Pt4Ge12,7.8
Er1Ba2Cu3O7-y,93.1
Y1Sr2Cu2.6Ga0.4O6.7,
Tl0.25Li0.25Ba2Ca1.5Mg0.5Cu2Ni1.5O10-z,107
Mg1C1.5Ni3,7.9
Y1Ba2Cu3O7-Z,
Hg1Sr2Sm0.667Ce0.333Cu2O6+z,
Lu0.8Tm0.2Ru1B2,7.28
Mo1,0.916
Nb0.9Pt0.1,2.5
Hg1Ba2Ca2Cu3Oz,132.9
Pr1.82Ce0.18Cu1O4,
Fe1Se0.98,8.21
Tl1Sr2Ca0.4Ce0.6Cu2O7-z,
Al1Cu1Zr1,
Y0.8Pr0.2Ba2Cu3O7-d,67.7
Bi0.15Nb3Sn0.7Tl0.15,18.12
C2Y1,3.85
As1Ga1,10
Bi2Sr2Ca1Cu1.92Zn0.08O8+d,
Mo0.17Zr0.53,
Sn1Te1,0.012
Ho0.7Ca0.3Ba2Cu4O8,87
Er1Ba2Cu4O8,78
Ce0.98Th0.02Pt3Si1,0.4
Ba1Pt0.3Si1.7,2.6
C1.45V0.1Y0.9,11.5
Pu1Rh1Ga5,8.6
Tl1Ba1.6La0.4Cu1O5,34
Ce1Bi1S2F0.5O0.5,7.62
La1.75Sr0.25Cu0.98Ni0.02O4,8.1
Bi1Pd1Te1,1.2
Tl2Ba2Ca0.8Y0.2Cu1.92Co0.08O8+z,60.1
Nb0.8Ga0.18Ni0.02,12.4
